cc,centro_trabajo,fecha_inicio,fecha_termino,edad,sexo,nivel
9951,Cij Cozumel,04/10/2021,27/09/2022,26,M,media superior
9951,Cij Cozumel,05/07/2021,05/07/2021,24,M,media superior
9951,Cij Cozumel,03/03/2025,,25,M,superior
9951,Cij Cozumel,03/03/2025,,28,H,media superior
9951,Cij Cozumel,03/03/2025,13/03/2025,24,M,superior
9461,Cij Cuajimalpa,06/02/2024,06/02/2025,27,M,superior
9461,Cij Cuajimalpa,06/11/2023,06/11/2024,28,H,superior
9461,Cij Cuajimalpa,06/02/2024,06/02/2025,26,M,superior
9461,Cij Cuajimalpa,06/02/2024,06/02/2025,26,M,superior
9461,Cij Cuajimalpa,06/11/2023,06/04/2024,28,H,superior
9461,Cij Cuajimalpa,02/05/2023,02/05/2024,23,M,superior
9461,Cij Cuajimalpa,02/05/2023,02/05/2024,24,M,superior
9461,Cij Cuajimalpa,02/05/2023,02/05/2024,23,M,media superior
9461,Cij Cuajimalpa,05/12/2022,05/12/2023,29,M,superior
9461,Cij Cuajimalpa,18/04/2022,18/04/2023,23,M,media superior
9461,Cij Cuajimalpa,17/01/2022,17/01/2023,28,M,superior
9461,Cij Cuajimalpa,21/06/2021,21/06/2022,29,M,superior
9461,Cij Cuajimalpa,02/01/2023,02/01/2024,22,M,superior
9461,Cij Cuajimalpa,19/07/2021,19/07/2022,23,H,superior
9461,Cij Cuajimalpa,06/06/2022,06/06/2023,21,M,media superior
9461,Cij Cuajimalpa,02/01/2023,02/01/2024,29,M,superior
9461,Cij Cuajimalpa,16/08/2021,16/08/2022,26,H,superior
9461,Cij Cuajimalpa,21/06/2021,21/06/2022,24,M,superior
9461,Cij Cuajimalpa,02/08/2021,02/08/2022,24,M,superior
9461,Cij Cuajimalpa,02/01/2023,02/01/2024,26,M,media superior
9461,Cij Cuajimalpa,08/02/2022,08/02/2023,23,H,superior
9461,Cij Cuajimalpa,01/11/2021,05/11/2021,24,M,superior
9461,Cij Cuajimalpa,06/11/2023,03/04/2024,23,M,superior
9461,Cij Cuajimalpa,06/02/2024,08/08/2024,19,M,media superior
9461,Cij Cuajimalpa,03/01/2022,16/05/2022,26,M,superior
9461,Cij Cuajimalpa,06/12/2021,06/01/2022,24,H,media superior
9461,Cij Cuajimalpa,21/06/2021,23/06/2021,21,M,superior
9461,Cij Cuajimalpa,02/08/2021,02/08/2022,22,M,superior
9461,Cij Cuajimalpa,21/06/2021,11/04/2022,24,M,superior
9461,Cij Cuajimalpa,05/12/2022,05/03/2023,30,M,media superior
9461,Cij Cuajimalpa,19/07/2021,19/07/2021,20,M,superior
9461,Cij Cuajimalpa,02/08/2021,02/08/2021,22,M,superior
9461,Cij Cuajimalpa,02/05/2023,02/05/2023,23,M,media superior
9461,Cij Cuajimalpa,03/03/2025,,25,H,superior
9461,Cij Cuajimalpa,03/03/2025,24/03/2025,22,H,media superior
9461,Cij Cuajimalpa,03/03/2025,,27,M,superior
9461,Cij Cuajimalpa,03/03/2025,,25,M,superior
9461,Cij Cuajimalpa,03/03/2025,,28,M,superior
9461,Cij Cuajimalpa,03/03/2025,,25,M,superior
9461,Cij Cuajimalpa,03/03/2025,,28,M,superior
9461,Cij Cuajimalpa,03/03/2025,21/03/2025,25,M,superior
9461,Cij Cuajimalpa,03/03/2025,,18,H,media superior
9461,Cij Cuajimalpa,03/03/2025,,27,H,superior
9420,Cij Cuauhtémoc Oriente,02/01/2024,02/01/2025,23,M,superior
9420,Cij Cuauhtémoc Oriente,02/01/2024,02/01/2025,28,M,superior
9420,Cij Cuauhtémoc Oriente,06/02/2024,06/12/2024,26,M,superior
9420,Cij Cuauhtémoc Oriente,06/11/2023,06/11/2024,27,M,superior
9420,Cij Cuauhtémoc Oriente,02/05/2023,02/04/2024,23,M,superior
9420,Cij Cuauhtémoc Oriente,02/05/2023,02/03/2024,24,M,superior
9420,Cij Cuauhtémoc Oriente,05/12/2022,05/12/2023,18,M,media superior
9420,Cij Cuauhtémoc Oriente,05/12/2022,18/04/2023,27,H,superior
9420,Cij Cuauhtémoc Oriente,05/07/2021,05/07/2022,25,M,superior
9420,Cij Cuauhtémoc Oriente,07/11/2022,07/11/2023,26,M,superior
9420,Cij Cuauhtémoc Oriente,18/04/2022,18/04/2023,19,M,superior
9420,Cij Cuauhtémoc Oriente,07/11/2022,07/11/2023,24,M,superior
9420,Cij Cuauhtémoc Oriente,03/01/2022,03/01/2023,24,M,superior
9420,Cij Cuauhtémoc Oriente,07/11/2022,07/09/2023,27,M,superior
9420,Cij Cuauhtémoc Oriente,21/06/2021,21/06/2022,24,M,superior
9420,Cij Cuauhtémoc Oriente,18/04/2022,18/04/2023,20,M,superior
9420,Cij Cuauhtémoc Oriente,21/06/2021,21/06/2022,19,M,superior
9420,Cij Cuauhtémoc Oriente,04/10/2021,04/10/2022,22,M,media superior
9420,Cij Cuauhtémoc Oriente,21/06/2021,21/06/2022,24,M,superior
9420,Cij Cuauhtémoc Oriente,19/07/2021,19/07/2022,28,M,superior
9420,Cij Cuauhtémoc Oriente,08/02/2022,08/02/2023,18,H,superior
9420,Cij Cuauhtémoc Oriente,06/02/2024,05/07/2024,21,H,media superior
9420,Cij Cuauhtémoc Oriente,06/11/2023,05/07/2024,24,M,media superior
9420,Cij Cuauhtémoc Oriente,06/11/2023,25/04/2024,20,M,media superior
9420,Cij Cuauhtémoc Oriente,02/01/2023,13/11/2023,26,M,superior
9420,Cij Cuauhtémoc Oriente,16/08/2021,28/02/2022,23,M,superior
9410,Cij Cuauhtémoc Oriente,06/02/2024,14/02/2024,27,H,media superior
9420,Cij Cuauhtémoc Oriente,21/06/2021,24/06/2021,25,M,superior
9420,Cij Cuauhtémoc Oriente,19/07/2021,19/07/2021,24,M,superior
9420,Cij Cuauhtémoc Oriente,21/06/2021,24/06/2021,29,H,media superior
9420,Cij Cuauhtémoc Oriente,21/06/2021,21/08/2021,20,H,media superior
9420,Cij Cuauhtémoc Oriente,06/09/2021,07/09/2021,24,M,superior
9420,Cij Cuauhtémoc Oriente,01/11/2021,01/11/2021,26,M,superior
9410,Cij Cuauhtémoc Poniente,06/02/2024,06/11/2024,26,H,superior
9410,Cij Cuauhtémoc Poniente,06/11/2023,06/11/2024,22,M,media superior
9410,Cij Cuauhtémoc Poniente,06/11/2023,06/11/2024,23,M,media superior
9410,Cij Cuauhtémoc Poniente,06/02/2024,06/10/2024,27,M,superior
9410,Cij Cuauhtémoc Poniente,02/05/2023,02/05/2024,24,M,superior
9410,Cij Cuauhtémoc Poniente,06/11/2023,06/10/2024,24,M,superior
9410,Cij Cuauhtémoc Poniente,02/05/2023,02/05/2024,23,M,superior
9410,Cij Cuauhtémoc Poniente,02/05/2023,02/05/2024,26,M,superior
9410,Cij Cuauhtémoc Poniente,05/12/2022,05/12/2023,22,M,media superior
9410,Cij Cuauhtémoc Poniente,02/05/2022,02/05/2023,20,M,superior
9410,Cij Cuauhtémoc Poniente,18/04/2022,18/04/2023,23,M,superior
9410,Cij Cuauhtémoc Poniente,21/06/2021,21/06/2022,28,M,superior
9410,Cij Cuauhtémoc Poniente,17/01/2022,17/01/2023,26,M,superior
9410,Cij Cuauhtémoc Poniente,02/01/2023,02/03/2023,27,M,superior
9410,Cij Cuauhtémoc Poniente,18/04/2022,18/04/2023,23,M,media superior
9410,Cij Cuauhtémoc Poniente,02/01/2023,02/01/2024,26,H,superior
9410,Cij Cuauhtémoc Poniente,08/02/2022,08/02/2023,23,M,media superior
9410,Cij Cuauhtémoc Poniente,21/06/2021,21/06/2022,24,M,superior
9410,Cij Cuauhtémoc Poniente,02/01/2023,02/01/2024,26,M,superior
9410,Cij Cuauhtémoc Poniente,19/07/2021,19/07/2022,22,M,superior
9410,Cij Cuauhtémoc Poniente,18/04/2022,18/04/2023,27,M,superior
9410,Cij Cuauhtémoc Poniente,19/07/2021,13/01/2022,18,H,media superior
9410,Cij Cuauhtémoc Poniente,21/06/2021,06/01/2022,23,M,superior
9410,Cij Cuauhtémoc Poniente,16/08/2021,25/04/2022,25,M,superior
9410,Cij Cuauhtémoc Poniente,06/02/2024,01/04/2024,21,M,media superior
9410,Cij Cuauhtémoc Poniente,21/06/2021,23/03/2022,24,M,superior
9410,Cij Cuauhtémoc Poniente,21/06/2021,14/03/2022,25,M,superior
9410,Cij Cuauhtémoc Poniente,02/05/2022,27/09/2022,28,M,superior
9410,Cij Cuauhtémoc Poniente,06/11/2023,02/02/2024,23,M,superior
9410,Cij Cuauhtémoc Poniente,18/04/2022,26/04/2022,23,H,superior
9410,Cij Cuauhtémoc Poniente,03/03/2025,,24,M,superior
9020,Cij Cuernavaca,06/11/2023,06/11/2024,25,M,superior
9020,Cij Cuernavaca,02/01/2024,02/01/2025,24,H,superior
9020,Cij Cuernavaca,06/11/2023,06/11/2024,25,M,superior
9020,Cij Cuernavaca,06/11/2023,06/11/2024,27,M,superior
9020,Cij Cuernavaca,02/01/2024,02/01/2025,27,M,superior
9020,Cij Cuernavaca,06/11/2023,06/11/2024,23,M,superior
9020,Cij Cuernavaca,06/11/2023,06/11/2024,21,M,superior
9020,Cij Cuernavaca,02/05/2023,02/05/2024,20,M,media superior
9020,Cij Cuernavaca,02/05/2023,02/05/2024,26,H,superior
9020,Cij Cuernavaca,02/05/2023,02/05/2024,29,M,superior
9020,Cij Cuernavaca,21/06/2021,21/06/2022,25,H,superior
9020,Cij Cuernavaca,18/04/2022,18/08/2022,24,M,superior
9020,Cij Cuernavaca,18/04/2022,18/04/2023,19,M,media superior
9020,Cij Cuernavaca,21/06/2021,21/06/2022,25,M,superior
9020,Cij Cuernavaca,06/06/2022,06/06/2023,28,M,superior
9020,Cij Cuernavaca,16/05/2022,16/05/2023,26,M,superior
9020,Cij Cuernavaca,06/06/2022,06/06/2023,26,M,superior
9020,Cij Cuernavaca,08/02/2022,08/11/2022,25,H,superior
9020,Cij Cuernavaca,04/10/2021,16/06/2022,24,M,superior
9020,Cij Cuernavaca,02/05/2023,01/06/2023,23,M,superior
9020,Cij Cuernavaca,02/05/2022,24/06/2022,19,M,media superior
9020,Cij Cuernavaca,18/04/2022,15/09/2022,26,M,superior
9020,Cij Cuernavaca,18/04/2022,17/10/2022,23,M,superior
9020,Cij Cuernavaca,02/08/2021,02/08/2021,25,H,superior
9020,Cij Cuernavaca,02/05/2022,11/05/2022,22,M,superior
9020,Cij Cuernavaca,18/04/2022,26/04/2022,19,M,superior
9020,Cij Cuernavaca,18/04/2022,11/05/2022,26,M,media superior
9610,Cij Culiacán,02/05/2023,02/05/2024,23,M,superior
9610,Cij Culiacán,02/05/2023,02/05/2024,23,M,superior
9610,Cij Culiacán,18/04/2022,18/04/2023,23,M,superior
9610,Cij Culiacán,17/01/2022,17/07/2022,22,M,superior
9610,Cij Culiacán,05/07/2021,05/07/2022,26,M,superior
9610,Cij Culiacán,02/08/2021,02/08/2022,23,M,superior
9610,Cij Culiacán,20/09/2021,20/09/2022,25,M,superior
9610,Cij Culiacán,06/09/2021,06/09/2022,24,M,superior
9610,Cij Culiacán,04/10/2021,04/10/2022,23,M,superior
9610,Cij Culiacán,02/01/2023,02/01/2024,23,M,superior
9610,Cij Culiacán,19/07/2021,19/07/2022,24,M,superior
9610,Cij Culiacán,21/06/2021,21/06/2022,27,H,superior
9610,Cij Culiacán,19/07/2021,19/07/2022,22,M,superior
9610,Cij Culiacán,05/07/2021,03/11/2021,26,M,superior
9610,Cij Culiacán,02/08/2021,02/08/2021,29,M,superior
9615,Cij Culiacán Oriente,06/06/2022,06/06/2023,28,H,superior
9615,Cij Culiacán Oriente,02/01/2023,04/09/2023,27,M,media superior
9615,Cij Culiacán Oriente,05/07/2021,05/07/2022,20,M,media superior
9615,Cij Culiacán Oriente,06/06/2022,06/06/2023,27,H,superior
9615,Cij Culiacán Oriente,16/05/2022,16/05/2023,23,H,superior
9615,Cij Culiacán Oriente,04/10/2021,04/10/2022,22,M,superior
9615,Cij Culiacán Oriente,08/02/2022,08/02/2023,29,M,superior
9615,Cij Culiacán Oriente,02/01/2023,02/08/2023,28,H,superior
9615,Cij Culiacán Oriente,02/05/2022,18/08/2022,22,M,superior
9615,Cij Culiacán Oriente,05/07/2021,11/01/2022,22,M,superior
9615,Cij Culiacán Oriente,01/11/2021,16/03/2022,25,M,superior
9615,Cij Culiacán Oriente,08/02/2022,22/02/2022,23,M,superior
9615,Cij Culiacán Oriente,16/08/2021,28/12/2021,29,M,superior
9615,Cij Culiacán Oriente,05/07/2021,18/10/2021,24,M,superior
9615,Cij Culiacán Oriente,17/01/2022,18/11/2022,23,M,superior
9615,Cij Culiacán Oriente,08/02/2022,08/02/2022,23,M,superior
9615,Cij Culiacán Oriente,05/07/2021,10/06/2022,20,H,superior
9615,Cij Culiacán Oriente,05/07/2021,05/07/2021,20,M,superior
9680,Cij Durango,02/01/2024,02/01/2025,27,M,superior
9680,Cij Durango,02/01/2024,02/01/2025,23,M,superior
9680,Cij Durango,19/07/2021,19/07/2022,27,M,superior
9680,Cij Durango,17/01/2022,17/01/2023,22,M,superior
9680,Cij Durango,08/02/2022,08/02/2023,22,M,superior
9680,Cij Durango,05/07/2021,05/07/2022,30,M,superior
9680,Cij Durango,16/08/2021,13/12/2021,24,M,media superior
9680,Cij Durango,08/02/2022,13/05/2022,24,M,superior
9680,Cij Durango,19/07/2021,13/12/2021,29,M,media superior
9680,Cij Durango,02/05/2023,04/05/2023,23,H,superior
9680,Cij Durango,05/07/2021,16/05/2022,28,M,superior
9680,Cij Durango,19/07/2021,14/12/2021,24,M,superior
9680,Cij Durango,08/02/2022,13/06/2022,26,H,superior
9680,Cij Durango,17/01/2022,07/09/2022,24,M,superior
9680,Cij Durango,17/01/2022,20/01/2022,23,M,superior
9680,Cij Durango,02/05/2023,13/06/2023,23,M,superior
9680,Cij Durango,06/09/2021,16/12/2021,25,M,superior
9680,Cij Durango,02/01/2024,02/08/2024,18,M,media superior
9680,Cij Durango,02/01/2024,10/01/2024,26,M,media superior
9680,Cij Durango,06/11/2023,06/11/2023,24,M,superior
9680,Cij Durango,17/01/2022,20/01/2022,24,M,superior
9680,Cij Durango,04/07/2022,26/10/2022,26,H,superior
9680,Cij Durango,02/05/2023,07/08/2023,24,H,superior
9680,Cij Durango,16/08/2021,05/07/2022,29,M,superior
9380,Cij Ecatepec,02/01/2024,02/12/2024,27,M,superior
9380,Cij Ecatepec,06/02/2024,06/02/2025,27,M,superior
9380,Cij Ecatepec,06/02/2024,06/02/2025,23,M,superior
9380,Cij Ecatepec,06/11/2023,06/11/2024,23,M,superior
9380,Cij Ecatepec,06/11/2023,06/11/2024,21,M,superior
9380,Cij Ecatepec,06/11/2023,06/11/2024,25,M,superior
9380,Cij Ecatepec,02/01/2024,02/01/2025,25,M,superior
9380,Cij Ecatepec,06/02/2024,06/07/2024,25,M,superior
9380,Cij Ecatepec,08/02/2022,08/02/2023,23,M,superior
9380,Cij Ecatepec,08/02/2022,08/02/2023,22,M,superior
9380,Cij Ecatepec,06/06/2022,06/06/2023,26,H,superior
9380,Cij Ecatepec,02/05/2022,02/05/2023,23,M,superior
9380,Cij Ecatepec,06/06/2022,06/03/2023,24,H,superior
9380,Cij Ecatepec,21/06/2021,21/05/2022,24,M,media superior
9380,Cij Ecatepec,19/07/2021,19/07/2022,22,M,superior
9380,Cij Ecatepec,02/08/2021,02/08/2022,22,M,superior
9380,Cij Ecatepec,19/07/2021,19/07/2022,23,M,superior
9380,Cij Ecatepec,19/07/2021,19/07/2022,25,M,superior
9380,Cij Ecatepec,06/11/2023,30/07/2024,28,H,superior
9380,Cij Ecatepec,02/08/2021,04/05/2022,28,H,superior
9380,Cij Ecatepec,06/11/2023,09/11/2023,26,M,superior
9380,Cij Ecatepec,06/11/2023,13/11/2023,23,M,superior
9380,Cij Ecatepec,21/06/2021,04/05/2022,27,M,superior
9380,Cij Ecatepec,02/08/2021,18/11/2021,26,M,superior
9380,Cij Ecatepec,02/01/2024,15/01/2024,24,M,media superior
9380,Cij Ecatepec,06/02/2024,09/02/2024,23,H,media superior
9380,Cij Ecatepec,06/11/2023,15/01/2024,22,H,superior
9380,Cij Ecatepec,06/11/2023,04/01/2024,22,M,superior
9380,Cij Ecatepec,21/06/2021,24/06/2021,26,M,superior
9380,Cij Ecatepec,03/01/2022,03/01/2022,24,H,superior
9633,Cij Escuinapa,06/11/2023,06/11/2024,23,M,superior
9633,Cij Escuinapa,02/05/2023,02/05/2024,26,M,media superior
9633,Cij Escuinapa,19/07/2021,19/07/2022,22,M,superior
9633,Cij Escuinapa,01/11/2021,01/11/2022,27,M,media superior
9633,Cij Escuinapa,19/07/2021,19/07/2022,22,M,superior
9633,Cij Escuinapa,21/06/2021,21/06/2022,25,M,media superior
9633,Cij Escuinapa,01/11/2021,01/10/2022,23,M,superior
9633,Cij Escuinapa,01/11/2021,01/10/2022,20,M,superior
9633,Cij Escuinapa,01/11/2021,01/11/2022,25,H,superior
9633,Cij Escuinapa,02/01/2024,03/01/2024,24,M,superior
9633,Cij Escuinapa,02/01/2024,03/01/2024,23,H,superior
9633,Cij Escuinapa,06/11/2023,07/11/2023,25,H,superior
9633,Cij Escuinapa,02/01/2024,31/03/2024,28,H,superior
9633,Cij Escuinapa,06/11/2023,31/03/2024,23,M,media superior
9633,Cij Escuinapa,02/01/2023,02/10/2023,24,M,superior
9633,Cij Escuinapa,02/01/2023,28/08/2023,28,M,superior
9633,Cij Escuinapa,18/10/2021,15/12/2021,29,M,superior
9633,Cij Escuinapa,02/05/2023,15/05/2023,23,M,media superior
9633,Cij Escuinapa,19/07/2021,19/07/2021,27,M,superior
9633,Cij Escuinapa,21/06/2021,24/06/2021,23,M,media superior
9633,Cij Escuinapa,17/01/2022,17/01/2022,23,M,media superior
9633,Cij Escuinapa,17/01/2022,17/01/2022,18,M,superior
9893,Cij Fresnillo,02/01/2024,02/01/2025,20,H,media superior
9893,Cij Fresnillo,02/01/2024,02/01/2025,19,M,media superior
9893,Cij Fresnillo,06/11/2023,06/11/2024,28,M,superior
9893,Cij Fresnillo,06/11/2023,06/11/2024,22,H,superior
9893,Cij Fresnillo,02/05/2023,02/05/2024,23,M,superior
9893,Cij Fresnillo,16/08/2021,16/08/2022,24,H,superior
9893,Cij Fresnillo,06/09/2021,06/09/2022,19,M,media superior
9893,Cij Fresnillo,21/06/2021,21/06/2022,20,M,media superior
9893,Cij Fresnillo,21/06/2021,21/06/2022,23,M,media superior
9893,Cij Fresnillo,21/06/2021,21/06/2022,23,M,media superior
9893,Cij Fresnillo,02/01/2023,02/01/2024,19,M,superior
9893,Cij Fresnillo,02/01/2023,02/01/2024,24,M,superior
9893,Cij Fresnillo,21/06/2021,21/06/2022,20,M,superior
9893,Cij Fresnillo,02/01/2023,02/01/2024,24,M,superior
9893,Cij Fresnillo,18/04/2022,18/04/2023,23,M,superior
9893,Cij Fresnillo,04/07/2022,04/07/2023,23,M,superior
9893,Cij Fresnillo,06/11/2023,29/02/2024,26,M,superior
9893,Cij Fresnillo,02/01/2024,17/05/2024,25,M,superior
9893,Cij Fresnillo,05/07/2021,15/02/2022,20,M,media superior
9893,Cij Fresnillo,19/07/2021,20/05/2022,23,H,superior
9893,Cij Fresnillo,21/06/2021,28/06/2021,30,M,superior
9893,Cij Fresnillo,04/07/2022,19/09/2022,18,M,superior
9893,Cij Fresnillo,04/07/2022,19/09/2022,19,M,media superior
9893,Cij Fresnillo,02/01/2023,22/01/2022,20,M,superior
9893,Cij Fresnillo,18/04/2022,06/05/2022,25,H,superior
9893,Cij Fresnillo,03/03/2025,,27,H,superior
9893,Cij Fresnillo,03/03/2025,,22,M,superior
9893,Cij Fresnillo,03/03/2025,,29,M,superior
9893,Cij Fresnillo,03/03/2025,,26,M,superior
9880,Cij Guadalajara Centro,20/09/2021,20/09/2022,30,H,superior
9880,Cij Guadalajara Centro,06/09/2021,06/09/2022,26,H,media superior
9880,Cij Guadalajara Centro,01/11/2021,01/11/2022,19,M,media superior
9880,Cij Guadalajara Centro,20/09/2021,20/09/2022,23,H,superior
9880,Cij Guadalajara Centro,16/08/2021,16/08/2022,19,M,media superior
9880,Cij Guadalajara Centro,06/09/2021,06/09/2022,29,H,media superior
9880,Cij Guadalajara Centro,06/06/2022,06/05/2023,23,H,media superior
9880,Cij Guadalajara Centro,06/09/2021,10/06/2022,23,M,superior
9880,Cij Guadalajara Centro,06/09/2021,12/10/2021,19,M,media superior
9880,Cij Guadalajara Centro,06/09/2021,21/09/2021,27,H,superior
9880,Cij Guadalajara Centro,04/10/2021,29/07/2022,29,M,media superior
9880,Cij Guadalajara Centro,05/12/2022,30/12/2022,26,M,media superior
9880,Cij Guadalajara Centro,20/09/2021,22/09/2021,26,M,superior
9880,Cij Guadalajara Centro,05/12/2022,08/05/2023,26,M,superior
9880,Cij Guadalajara Centro,06/09/2021,07/09/2021,29,H,superior
9880,Cij Guadalajara Centro,02/05/2023,08/05/2023,27,M,superior
9880,Cij Guadalajara Centro,04/10/2021,11/05/2022,26,M,superior
9880,Cij Guadalajara Centro,02/01/2023,08/05/2023,25,M,superior
9880,Cij Guadalajara Centro,07/11/2022,08/05/2023,22,M,superior
9880,Cij Guadalajara Centro,18/10/2021,03/08/2022,23,M,superior
9880,Cij Guadalajara Centro,03/03/2025,28/03/2025,29,H,superior
9881,Cij Guadalajara Sur,04/10/2021,04/10/2022,29,M,superior
9881,Cij Guadalajara Sur,02/05/2022,02/05/2023,28,M,superior
9881,Cij Guadalajara Sur,16/08/2021,16/08/2022,27,M,superior
9881,Cij Guadalajara Sur,20/09/2021,20/09/2022,25,H,superior
9881,Cij Guadalajara Sur,17/01/2022,17/01/2023,28,H,superior
9881,Cij Guadalajara Sur,01/11/2021,01/11/2022,23,M,media superior
9881,Cij Guadalajara Sur,01/11/2021,01/10/2022,28,H,superior
9881,Cij Guadalajara Sur,21/06/2021,21/06/2022,23,H,superior
9881,Cij Guadalajara Sur,08/02/2022,08/02/2023,24,M,superior
9881,Cij Guadalajara Sur,18/04/2022,28/03/2023,26,H,media superior
9881,Cij Guadalajara Sur,02/01/2023,07/01/2023,22,M,superior
9881,Cij Guadalajara Sur,21/06/2021,18/01/2022,23,M,superior
9881,Cij Guadalajara Sur,01/11/2021,03/11/2021,19,M,superior
9881,Cij Guadalajara Sur,19/07/2021,14/03/2022,26,M,superior
9881,Cij Guadalajara Sur,17/01/2022,25/11/2021,21,M,superior
9881,Cij Guadalajara Sur,02/01/2023,04/11/2023,24,M,superior
9550,Cij Guadalupe,06/11/2023,07/11/2023,19,H,superior
9550,Cij Guadalupe,06/11/2023,31/01/2024,23,M,superior
9898,Cij Guadalupe Zacatecas,02/01/2024,02/01/2025,26,H,superior
9898,Cij Guadalupe Zacatecas,06/11/2023,06/11/2024,22,M,superior
9898,Cij Guadalupe Zacatecas,02/01/2024,02/08/2024,27,H,superior
9898,Cij Guadalupe Zacatecas,16/08/2021,16/08/2022,29,M,superior
9898,Cij Guadalupe Zacatecas,21/06/2021,21/06/2022,28,M,superior
9898,Cij Guadalupe Zacatecas,21/06/2021,21/06/2022,25,M,superior
9898,Cij Guadalupe Zacatecas,21/06/2021,21/06/2022,25,M,superior
9898,Cij Guadalupe Zacatecas,17/01/2022,17/12/2022,26,M,superior
9898,Cij Guadalupe Zacatecas,04/07/2022,04/07/2023,23,M,media superior
9898,Cij Guadalupe Zacatecas,19/07/2021,19/07/2022,22,M,media superior
9898,Cij Guadalupe Zacatecas,21/06/2021,21/06/2022,26,M,superior
9898,Cij Guadalupe Zacatecas,04/07/2022,04/07/2023,25,M,superior
9898,Cij Guadalupe Zacatecas,21/06/2021,21/06/2022,25,H,media superior
9898,Cij Guadalupe Zacatecas,04/07/2022,04/07/2023,25,M,media superior
9898,Cij Guadalupe Zacatecas,21/06/2021,17/11/2021,24,M,superior
9898,Cij Guadalupe Zacatecas,02/01/2023,03/01/2023,27,M,superior
9898,Cij Guadalupe Zacatecas,02/01/2024,02/09/2024,23,M,superior
9898,Cij Guadalupe Zacatecas,06/11/2023,26/08/2024,25,M,superior
9898,Cij Guadalupe Zacatecas,06/02/2024,05/09/2024,27,M,superior
9898,Cij Guadalupe Zacatecas,06/11/2023,02/01/2024,24,H,superior
9898,Cij Guadalupe Zacatecas,07/11/2022,06/03/2023,26,M,superior
9898,Cij Guadalupe Zacatecas,02/01/2023,02/02/2023,24,M,superior
9898,Cij Guadalupe Zacatecas,19/07/2021,21/07/2021,19,H,superior
9898,Cij Guadalupe Zacatecas,02/01/2023,03/01/2023,23,M,superior
9898,Cij Guadalupe Zacatecas,02/05/2023,30/06/2023,23,H,superior
9898,Cij Guadalupe Zacatecas,08/02/2022,16/08/2022,29,H,media superior
9898,Cij Guadalupe Zacatecas,02/01/2024,31/01/2024,26,M,media superior
9898,Cij Guadalupe Zacatecas,06/06/2022,18/11/2022,24,M,superior
9898,Cij Guadalupe Zacatecas,07/11/2022,30/01/2023,25,M,media superior
9898,Cij Guadalupe Zacatecas,02/08/2021,02/08/2021,27,H,superior
9898,Cij Guadalupe Zacatecas,06/11/2023,31/10/2023,25,M,media superior
9898,Cij Guadalupe Zacatecas,06/11/2023,08/11/2023,29,M,superior
9898,Cij Guamúchil,06/11/2023,06/11/2024,22,M,superior
9611,Cij Guamúchil,16/05/2022,18/05/2022,24,H,superior
9611,Cij Guamúchil,01/11/2021,23/11/2021,26,H,media superior
9611,Cij Guamúchil,16/05/2022,18/05/2022,19,H,media superior
9611,Cij Guamúchil,08/02/2022,16/08/2022,29,M,media superior
9611,Cij Guamúchil,08/02/2022,13/12/2022,25,M,superior
9611,Cij Guamúchil,04/10/2021,13/05/2022,25,M,superior
9611,Cij Guamúchil,16/08/2021,02/05/2022,22,M,superior
9611,Cij Guamúchil,06/09/2021,13/12/2021,22,M,superior
9611,Cij Guamúchil,02/01/2023,03/01/2023,25,M,superior
9611,Cij Guamúchil,02/08/2021,02/08/2021,23,M,superior
9611,Cij Guamúchil,06/09/2021,07/09/2021,22,M,superior
9610,Cij Guanajuato,06/11/2023,06/11/2024,24,H,media superior
9610,Cij Guanajuato,02/05/2023,02/05/2024,24,H,superior
9610,Cij Guanajuato,02/05/2023,02/05/2024,23,H,superior
9610,Cij Guanajuato,05/12/2022,05/12/2023,23,H,superior
9610,Cij Guanajuato,05/12/2022,05/12/2023,25,M,superior
9610,Cij Guanajuato,07/11/2022,07/11/2023,23,H,superior
9610,Cij Guanajuato,05/12/2022,09/01/2023,27,M,media superior
9610,Cij Guanajuato,06/02/2024,29/04/2024,24,M,media superior
9610,Cij Guanajuato,06/11/2023,26/07/2024,24,M,superior
9610,Cij Guanajuato,06/11/2023,02/04/2024,27,M,superior
9610,Cij Guanajuato,06/11/2023,04/04/2024,20,M,media superior
9610,Cij Guanajuato,02/01/2024,29/07/2024,24,M,superior
9610,Cij Guanajuato,02/01/2023,10/03/2023,22,H,media superior
9610,Cij Guanajuato,02/01/2024,03/01/2024,27,M,media superior
9610,Cij Guanajuato,06/11/2023,08/11/2023,19,H,media superior
9610,Cij Guanajuato,02/05/2023,03/05/2023,21,M,superior
9610,Cij Guanajuato,03/03/2025,,28,M,superior
9610,Cij Guanajuato,03/03/2025,,24,H,superior
9610,Cij Guanajuato,03/03/2025,,24,M,superior
9610,Cij Guanajuato,03/03/2025,,24,H,superior
9610,Cij Guanajuato,03/03/2025,,22,M,superior
9610,Cij Guanajuato,03/03/2025,,25,M,superior
9610,Cij Guanajuato,03/03/2025,,27,M,superior
9610,Cij Guanajuato,03/03/2025,,29,M,superior
9612,Cij Guasave,17/01/2022,17/01/2023,23,M,superior
9612,Cij Guasave,08/02/2022,08/02/2023,25,M,superior
9612,Cij Guasave,06/09/2021,06/01/2022,29,H,superior
9612,Cij Guasave,18/04/2022,18/04/2023,23,M,superior
