cc,centro_trabajo,fecha_inicio,fecha_termino,edad,sexo,nivel
9612,Cij Guasave,01/11/2021,01/11/2022,23,M,superior
9612,Cij Guasave,02/05/2022,02/05/2023,23,H,media superior
9612,Cij Guasave,08/02/2022,08/02/2023,23,M,superior
9612,Cij Guasave,08/02/2022,08/02/2023,24,M,media superior
9612,Cij Guasave,01/11/2021,01/10/2022,23,M,superior
9612,Cij Guasave,02/08/2021,31/03/2022,30,M,superior
9612,Cij Guasave,06/09/2021,06/09/2021,29,M,superior
9612,Cij Guasave,08/02/2022,18/04/2022,24,M,superior
9612,Cij Guasave,17/01/2022,14/07/2022,25,M,superior
9612,Cij Guasave,08/02/2022,21/12/2022,23,M,superior
9612,Cij Guasave,02/08/2021,02/08/2021,27,M,superior
9351,Cij Gustavo A. Madero Aragón,02/01/2023,02/01/2024,20,H,superior
9351,Cij Gustavo A. Madero Aragón,02/01/2023,03/10/2023,28,M,superior
9351,Cij Gustavo A. Madero Aragón,16/08/2021,16/08/2022,19,M,superior
9351,Cij Gustavo A. Madero Aragón,19/07/2021,19/07/2022,25,M,superior
9351,Cij Gustavo A. Madero Aragón,02/05/2022,02/05/2023,23,M,superior
9351,Cij Gustavo A. Madero Aragón,03/01/2022,03/01/2023,24,M,superior
9351,Cij Gustavo A. Madero Aragón,21/06/2021,21/06/2022,23,H,superior
9351,Cij Gustavo A. Madero Aragón,16/05/2022,16/05/2023,25,M,superior
9351,Cij Gustavo A. Madero Aragón,19/07/2021,19/07/2022,24,M,superior
9351,Cij Gustavo A. Madero Aragón,02/01/2023,02/01/2024,26,H,superior
9351,Cij Gustavo A. Madero Aragón,02/01/2023,02/01/2024,26,M,superior
9351,Cij Gustavo A. Madero Aragón,02/01/2023,02/01/2024,22,H,superior
9351,Cij Gustavo A. Madero Aragón,02/05/2022,02/05/2023,28,M,superior
9351,Cij Gustavo A. Madero Aragón,21/06/2021,21/06/2022,24,M,superior
9351,Cij Gustavo A. Madero Aragón,05/12/2022,05/06/2023,19,M,superior
9351,Cij Gustavo A. Madero Aragón,05/07/2021,05/07/2022,28,M,media superior
9351,Cij Gustavo A. Madero Aragón,06/11/2023,07/11/2023,26,M,superior
9351,Cij Gustavo A. Madero Aragón,06/11/2023,30/10/2024,19,M,superior
9351,Cij Gustavo A. Madero Aragón,02/01/2024,11/11/2024,24,H,superior
9351,Cij Gustavo A. Madero Aragón,19/07/2021,29/12/2021,24,M,media superior
9351,Cij Gustavo A. Madero Aragón,06/09/2021,07/09/2022,24,M,media superior
9351,Cij Gustavo A. Madero Aragón,19/07/2021,25/04/2022,23,M,superior
9351,Cij Gustavo A. Madero Aragón,17/01/2022,14/12/2022,24,M,media superior
9351,Cij Gustavo A. Madero Aragón,02/08/2021,26/11/2021,26,M,superior
9351,Cij Gustavo A. Madero Aragón,21/06/2021,22/06/2021,19,M,superior
9351,Cij Gustavo A. Madero Aragón,21/06/2021,24/06/2021,22,H,superior
9351,Cij Gustavo A. Madero Aragón,06/11/2023,08/11/2023,18,M,superior
9310,Cij Gustavo A. Madero Norte,02/01/2024,02/01/2025,28,M,superior
9310,Cij Gustavo A. Madero Norte,20/09/2021,20/09/2022,25,H,media superior
9310,Cij Gustavo A. Madero Norte,01/11/2021,01/11/2022,28,M,superior
9310,Cij Gustavo A. Madero Norte,17/01/2022,17/01/2023,26,H,superior
9310,Cij Gustavo A. Madero Norte,05/07/2021,05/07/2022,24,M,superior
9310,Cij Gustavo A. Madero Norte,18/04/2022,18/04/2023,23,M,superior
9310,Cij Gustavo A. Madero Norte,02/08/2021,02/08/2022,28,M,media superior
9310,Cij Gustavo A. Madero Norte,17/01/2022,17/01/2023,28,H,superior
9310,Cij Gustavo A. Madero Norte,18/10/2021,18/10/2022,28,M,superior
9310,Cij Gustavo A. Madero Norte,18/04/2022,18/04/2023,27,M,superior
9310,Cij Gustavo A. Madero Norte,06/09/2021,06/09/2022,27,H,superior
9310,Cij Gustavo A. Madero Norte,19/07/2021,22/10/2021,27,H,superior
9310,Cij Gustavo A. Madero Norte,06/11/2023,07/11/2023,23,M,superior
9310,Cij Gustavo A. Madero Norte,02/08/2021,25/08/2021,25,M,superior
9310,Cij Gustavo A. Madero Norte,02/01/2023,03/01/2023,29,M,superior
9310,Cij Gustavo A. Madero Norte,19/07/2021,02/07/2021,24,H,superior
9310,Cij Gustavo A. Madero Norte,06/11/2023,27/11/2023,21,H,superior
9310,Cij Gustavo A. Madero Norte,06/11/2023,24/11/2023,27,M,superior
9310,Cij Gustavo A. Madero Norte,18/10/2021,18/11/2021,18,M,superior
9350,Cij Gustavo A. Madero Norte,02/05/2023,01/08/2023,29,M,superior
9310,Cij Gustavo A. Madero Norte,19/07/2021,19/07/2021,28,M,superior
9310,Cij Gustavo A. Madero Norte,02/08/2021,16/08/2021,25,H,media superior
9310,Cij Gustavo A. Madero Norte,06/09/2021,07/10/2021,23,H,superior
9310,Cij Gustavo A. Madero Norte,21/06/2021,13/10/2021,29,M,superior
9310,Cij Gustavo A. Madero Norte,06/11/2023,29/01/2024,19,M,media superior
9310,Cij Gustavo A. Madero Norte,02/01/2024,29/01/2024,19,M,media superior
9310,Cij Gustavo A. Madero Norte,06/11/2023,11/12/2023,25,M,superior
9310,Cij Gustavo A. Madero Norte,07/11/2022,14/11/2022,23,M,superior
9310,Cij Gustavo A. Madero Norte,02/01/2023,27/02/2023,25,M,superior
9310,Cij Gustavo A. Madero Norte,02/01/2023,27/02/2023,26,H,superior
9310,Cij Gustavo A. Madero Norte,02/01/2023,27/03/2023,23,H,superior
9310,Cij Gustavo A. Madero Norte,02/05/2023,03/05/2023,21,H,media superior
9310,Cij Gustavo A. Madero Norte,06/11/2023,23/11/2023,26,H,superior
9310,Cij Gustavo A. Madero Norte,21/06/2021,23/06/2021,26,M,superior
9310,Cij Gustavo A. Madero Norte,06/09/2021,07/09/2021,28,H,media superior
9350,Cij Gustavo A. Madero Oriente,06/11/2023,06/11/2024,25,H,superior
9350,Cij Gustavo A. Madero Oriente,06/11/2023,06/11/2024,24,H,superior
9350,Cij Gustavo A. Madero Oriente,06/11/2023,06/11/2024,24,H,media superior
9350,Cij Gustavo A. Madero Oriente,02/01/2024,02/01/2025,27,M,superior
9350,Cij Gustavo A. Madero Oriente,05/12/2022,05/12/2023,26,H,superior
9350,Cij Gustavo A. Madero Oriente,05/12/2022,05/12/2023,26,M,superior
9350,Cij Gustavo A. Madero Oriente,07/11/2022,07/11/2023,18,H,superior
9350,Cij Gustavo A. Madero Oriente,21/06/2021,21/06/2022,29,M,superior
9350,Cij Gustavo A. Madero Oriente,21/06/2021,21/06/2022,27,M,superior
9350,Cij Gustavo A. Madero Oriente,02/01/2023,02/08/2023,24,M,media superior
9350,Cij Gustavo A. Madero Oriente,21/06/2021,21/06/2022,25,M,superior
9350,Cij Gustavo A. Madero Oriente,17/01/2022,17/01/2023,21,M,superior
9350,Cij Gustavo A. Madero Oriente,02/05/2023,02/07/2023,21,M,media superior
9350,Cij Gustavo A. Madero Oriente,04/10/2021,04/10/2022,22,M,superior
9350,Cij Gustavo A. Madero Oriente,03/01/2022,22/12/2022,23,M,media superior
9350,Cij Gustavo A. Madero Oriente,08/02/2022,08/02/2023,20,M,superior
9350,Cij Gustavo A. Madero Oriente,18/04/2022,04/03/2023,22,M,superior
9350,Cij Gustavo A. Madero Oriente,07/11/2022,29/05/2023,26,H,superior
9350,Cij Gustavo A. Madero Oriente,06/11/2023,17/07/2024,19,M,media superior
9350,Cij Gustavo A. Madero Oriente,02/05/2023,16/05/2023,23,M,superior
9350,Cij Gustavo A. Madero Oriente,03/01/2022,08/07/2022,23,M,superior
9350,Cij Gustavo A. Madero Oriente,21/06/2021,20/12/2021,22,M,superior
9350,Cij Gustavo A. Madero Oriente,06/11/2023,06/02/2024,18,M,media superior
9350,Cij Gustavo A. Madero Oriente,06/11/2023,25/01/2024,20,M,media superior
9350,Cij Gustavo A. Madero Oriente,02/01/2023,31/07/2023,25,M,superior
9350,Cij Gustavo A. Madero Oriente,02/05/2023,03/05/2023,27,M,superior
9620,Cij Hermosillo,06/11/2023,06/07/2024,27,M,superior
9620,Cij Hermosillo,05/07/2021,05/07/2022,25,M,superior
9620,Cij Hermosillo,05/07/2021,05/07/2022,30,M,superior
9620,Cij Hermosillo,21/06/2021,21/06/2022,23,H,superior
9620,Cij Hermosillo,05/07/2021,18/12/2021,26,M,superior
9620,Cij Hermosillo,18/04/2022,22/04/2022,24,M,superior
9620,Cij Hermosillo,06/06/2022,27/10/2022,27,M,superior
9620,Cij Hermosillo,06/06/2022,27/10/2022,28,M,superior
9620,Cij Hermosillo,04/10/2021,21/10/2021,23,M,superior
9620,Cij Hermosillo,08/02/2022,09/01/2023,23,H,superior
9620,Cij Hermosillo,08/02/2022,31/08/2022,24,M,superior
9620,Cij Hermosillo,19/07/2021,13/10/2021,24,M,superior
9620,Cij Hermosillo,03/01/2022,31/05/2022,20,H,superior
9620,Cij Hermosillo,16/05/2022,31/05/2022,25,H,superior
9620,Cij Hermosillo,18/10/2021,16/03/2022,28,M,superior
9620,Cij Hermosillo,21/06/2021,16/05/2022,24,M,superior
9620,Cij Hermosillo,16/08/2021,16/08/2022,23,M,superior
9620,Cij Hermosillo,17/01/2022,23/09/2022,22,H,superior
9620,Cij Hermosillo,04/07/2022,23/09/2022,24,M,superior
9620,Cij Hermosillo,02/05/2023,15/12/2023,28,H,superior
9620,Cij Hermosillo,16/08/2021,16/08/2021,29,M,superior
9620,Cij Hermosillo,18/10/2021,19/10/2021,22,M,superior
9171,Cij Huatulco,02/01/2023,02/01/2024,19,M,superior
9171,Cij Huatulco,02/08/2021,02/08/2022,25,M,superior
9171,Cij Huatulco,21/06/2021,21/06/2022,23,M,superior
9171,Cij Huatulco,18/10/2021,18/10/2022,24,M,superior
9171,Cij Huatulco,21/06/2021,21/06/2022,25,M,superior
9171,Cij Huatulco,02/01/2023,02/01/2024,28,H,superior
9171,Cij Huatulco,21/06/2021,15/09/2021,25,M,superior
9171,Cij Huatulco,02/01/2023,09/01/2023,27,M,superior
9171,Cij Huatulco,02/01/2024,03/03/2024,18,M,media superior
9171,Cij Huatulco,02/01/2024,04/03/2024,20,H,media superior
9171,Cij Huatulco,02/08/2021,31/01/2022,25,M,superior
9171,Cij Huatulco,02/08/2021,17/08/2021,29,H,superior
9240,Cij Ixtapa Zihuatanejo,02/01/2024,02/01/2025,25,M,media superior
9240,Cij Ixtapa Zihuatanejo,02/05/2023,02/05/2024,23,M,media superior
9240,Cij Ixtapa Zihuatanejo,02/08/2021,02/08/2022,24,M,superior
9240,Cij Ixtapa Zihuatanejo,04/10/2021,04/10/2022,19,M,media superior
9240,Cij Ixtapa Zihuatanejo,19/07/2021,19/12/2021,23,M,media superior
9240,Cij Ixtapa Zihuatanejo,16/08/2021,16/08/2022,27,H,superior
9240,Cij Ixtapa Zihuatanejo,19/07/2021,19/07/2022,28,M,superior
9240,Cij Ixtapa Zihuatanejo,02/08/2021,02/08/2022,25,M,superior
9240,Cij Ixtapa Zihuatanejo,08/02/2022,08/02/2023,29,M,media superior
9240,Cij Ixtapa Zihuatanejo,19/07/2021,14/11/2021,27,H,superior
9240,Cij Ixtapa Zihuatanejo,18/04/2022,19/04/2022,28,M,superior
9240,Cij Ixtapa Zihuatanejo,21/06/2021,14/11/2021,25,H,superior
9240,Cij Ixtapa Zihuatanejo,02/01/2024,15/01/2024,19,M,media superior
9240,Cij Ixtapa Zihuatanejo,02/05/2023,31/07/2023,20,M,superior
9240,Cij Ixtapa Zihuatanejo,16/08/2021,16/08/2021,18,M,superior
9370,Cij Iztapalapa Oriente,06/11/2023,06/11/2024,22,M,superior
9370,Cij Iztapalapa Oriente,02/01/2024,02/01/2025,20,H,media superior
9370,Cij Iztapalapa Oriente,06/02/2024,06/11/2024,24,H,media superior
9370,Cij Iztapalapa Oriente,06/11/2023,06/11/2024,18,M,media superior
9370,Cij Iztapalapa Oriente,06/11/2023,06/07/2024,24,H,media superior
9370,Cij Iztapalapa Oriente,06/02/2024,06/09/2024,21,M,media superior
9370,Cij Iztapalapa Oriente,06/11/2023,06/10/2024,25,M,superior
9370,Cij Iztapalapa Oriente,02/05/2023,02/03/2024,23,M,media superior
9370,Cij Iztapalapa Oriente,06/11/2023,06/07/2024,21,M,media superior
9370,Cij Iztapalapa Oriente,07/11/2022,07/06/2023,19,H,superior
9370,Cij Iztapalapa Oriente,02/01/2023,02/06/2023,27,H,superior
9370,Cij Iztapalapa Oriente,02/01/2023,02/07/2023,21,M,superior
9370,Cij Iztapalapa Oriente,21/06/2021,21/08/2021,30,H,superior
9370,Cij Iztapalapa Oriente,05/12/2022,05/12/2023,27,H,media superior
9370,Cij Iztapalapa Oriente,18/04/2022,06/06/2023,29,M,superior
9370,Cij Iztapalapa Oriente,02/01/2023,02/01/2024,27,M,superior
9370,Cij Iztapalapa Oriente,18/04/2022,18/03/2023,26,H,superior
9370,Cij Iztapalapa Oriente,02/01/2023,02/01/2024,28,M,superior
9370,Cij Iztapalapa Oriente,05/07/2021,05/07/2022,24,M,superior
9370,Cij Iztapalapa Oriente,17/01/2022,17/01/2023,21,H,superior
9370,Cij Iztapalapa Oriente,21/06/2021,21/06/2022,26,M,superior
9370,Cij Iztapalapa Oriente,03/01/2022,03/10/2022,26,M,superior
9370,Cij Iztapalapa Oriente,21/06/2021,21/06/2022,26,H,superior
9370,Cij Iztapalapa Oriente,21/06/2021,21/06/2022,26,H,superior
9370,Cij Iztapalapa Oriente,21/06/2021,02/03/2022,27,H,superior
9370,Cij Iztapalapa Oriente,04/10/2021,20/12/2021,23,M,superior
9370,Cij Iztapalapa Oriente,02/01/2024,30/04/2024,18,H,media superior
9370,Cij Iztapalapa Oriente,18/04/2022,26/10/2022,18,M,media superior
9370,Cij Iztapalapa Oriente,18/10/2021,22/12/2021,19,M,media superior
9370,Cij Iztapalapa Oriente,21/06/2021,22/12/2021,24,M,superior
9370,Cij Iztapalapa Oriente,05/12/2022,06/06/2023,26,M,media superior
9370,Cij Iztapalapa Oriente,17/01/2022,31/05/2022,24,M,superior
9370,Cij Iztapalapa Oriente,17/01/2022,27/06/2022,21,H,superior
9370,Cij Iztapalapa Oriente,03/03/2025,,23,H,superior
9370,Cij Iztapalapa Oriente,03/03/2025,10/03/2025,26,M,superior
9470,Cij Iztapalapa Poniente,06/11/2023,06/11/2024,22,M,superior
9470,Cij Iztapalapa Poniente,06/02/2024,06/02/2024,30,M,superior
9470,Cij Iztapalapa Poniente,02/01/2024,02/01/2025,27,H,media superior
9470,Cij Iztapalapa Poniente,02/01/2024,02/01/2025,30,M,superior
9470,Cij Iztapalapa Poniente,02/01/2024,02/01/2025,21,M,media superior
9470,Cij Iztapalapa Poniente,06/11/2023,06/10/2024,28,H,media superior
9470,Cij Iztapalapa Poniente,06/02/2024,06/10/2024,25,H,media superior
9470,Cij Iztapalapa Poniente,02/05/2023,02/05/2024,24,M,superior
9470,Cij Iztapalapa Poniente,18/04/2022,18/04/2023,26,M,media superior
9470,Cij Iztapalapa Poniente,02/01/2023,02/01/2024,26,M,media superior
9470,Cij Iztapalapa Poniente,21/06/2021,21/06/2022,24,M,superior
9470,Cij Iztapalapa Poniente,18/04/2022,18/12/2022,29,M,superior
9470,Cij Iztapalapa Poniente,18/04/2022,18/04/2023,26,H,superior
9470,Cij Iztapalapa Poniente,21/06/2021,21/06/2022,25,M,superior
9470,Cij Iztapalapa Poniente,02/01/2023,02/06/2023,25,H,superior
9470,Cij Iztapalapa Poniente,18/04/2022,18/04/2023,29,M,superior
9470,Cij Iztapalapa Poniente,21/06/2021,21/06/2022,23,M,superior
9470,Cij Iztapalapa Poniente,21/06/2021,21/06/2022,24,H,superior
9470,Cij Iztapalapa Poniente,02/01/2023,04/09/2023,24,M,superior
9470,Cij Iztapalapa Poniente,02/05/2022,02/05/2023,20,M,superior
9470,Cij Iztapalapa Poniente,03/01/2022,03/04/2022,27,H,superior
9470,Cij Iztapalapa Poniente,02/01/2023,02/01/2024,24,M,superior
9470,Cij Iztapalapa Poniente,18/04/2022,18/03/2023,22,M,superior
9470,Cij Iztapalapa Poniente,18/04/2022,18/11/2022,26,M,media superior
9470,Cij Iztapalapa Poniente,06/11/2023,25/01/2024,24,H,media superior
9470,Cij Iztapalapa Poniente,06/11/2023,27/01/2024,20,H,media superior
9470,Cij Iztapalapa Poniente,18/04/2022,15/07/2022,25,M,superior
9470,Cij Iztapalapa Poniente,08/02/2022,08/02/2022,25,M,media superior
9470,Cij Iztapalapa Poniente,18/04/2022,26/04/2022,23,M,media superior
9470,Cij Iztapalapa Poniente,02/05/2023,03/05/2023,28,M,superior
9470,Cij Iztapalapa Poniente,03/03/2025,,24,M,superior
9470,Cij Iztapalapa Poniente,03/03/2025,,23,H,superior
9650,Cij La Paz,06/11/2023,06/11/2024,22,M,superior
9650,Cij La Paz,06/11/2023,06/11/2024,25,M,superior
9650,Cij La Paz,06/02/2024,06/02/2025,26,M,superior
9650,Cij La Paz,06/02/2024,06/12/2024,27,H,superior
9650,Cij La Paz,06/02/2024,06/02/2025,24,H,media superior
9650,Cij La Paz,02/01/2024,02/01/2025,22,M,media superior
9650,Cij La Paz,02/01/2024,02/01/2025,23,M,superior
9650,Cij La Paz,02/01/2023,02/01/2024,25,M,superior
9650,Cij La Paz,02/01/2023,02/01/2024,22,M,superior
9650,Cij La Paz,18/10/2021,18/10/2022,26,H,superior
9650,Cij La Paz,02/05/2022,02/05/2023,29,M,media superior
9650,Cij La Paz,02/01/2023,02/06/2023,20,M,media superior
9650,Cij La Paz,17/01/2022,17/01/2023,20,M,superior
9650,Cij La Paz,05/07/2021,05/04/2022,27,M,superior
9650,Cij La Paz,02/01/2023,02/01/2024,19,M,superior
9650,Cij La Paz,01/11/2021,01/10/2022,29,M,superior
9650,Cij La Paz,02/08/2021,02/08/2022,21,H,superior
9650,Cij La Paz,21/06/2021,21/06/2022,22,H,superior
9650,Cij La Paz,20/09/2021,20/09/2022,18,M,media superior
9650,Cij La Paz,01/11/2021,10/10/2022,18,H,media superior
9650,Cij La Paz,06/11/2023,07/11/2023,25,H,superior
9650,Cij La Paz,04/10/2021,08/10/2021,22,M,superior
9650,Cij La Paz,16/08/2021,28/08/2021,25,H,superior
9650,Cij La Paz,06/02/2024,13/05/2024,25,M,superior
9650,Cij La Paz,02/01/2024,24/01/2024,24,H,media superior
9650,Cij La Paz,06/11/2023,30/11/2023,21,M,media superior
9650,Cij La Paz,02/05/2023,01/03/2024,28,M,superior
9650,Cij La Paz,02/05/2023,28/09/2023,24,M,media superior
9650,Cij La Paz,16/05/2022,24/06/2022,29,H,superior
9650,Cij La Paz,21/06/2021,20/09/2021,25,M,superior
9650,Cij La Paz,18/10/2021,27/10/2021,22,M,superior
9650,Cij La Paz,07/11/2022,28/09/2023,24,H,superior
9650,Cij La Paz,06/09/2021,20/09/2021,27,M,superior
9650,Cij La Paz,02/05/2022,29/09/2022,29,H,media superior
9650,Cij La Paz,19/07/2021,20/07/2021,24,M,media superior
9650,Cij La Paz,04/10/2021,08/10/2021,23,M,superior
9650,Cij La Paz,06/11/2023,24/01/2024,19,H,superior
9650,Cij La Paz,07/11/2022,15/11/2022,25,H,media superior
9650,Cij La Paz,06/11/2023,31/10/2023,26,H,media superior
9650,Cij La Paz,21/06/2021,23/06/2021,25,M,superior
9650,Cij La Paz,03/03/2025,,23,M,superior
9650,Cij La Paz,03/03/2025,,26,H,superior
9650,Cij La Paz,03/03/2025,,23,M,superior
9650,Cij La Paz,03/03/2025,30/03/2025,21,M,superior
9650,Cij La Paz,03/03/2025,,26,M,superior
9650,Cij La Paz,03/03/2025,30/03/2025,23,H,superior
9895,Cij La Piedad,02/01/2024,02/01/2025,23,M,superior
9895,Cij La Piedad,02/01/2024,02/01/2025,22,H,superior
9895,Cij La Piedad,02/01/2024,02/01/2025,20,M,superior
9895,Cij La Piedad,02/01/2024,02/01/2025,22,M,superior
9895,Cij La Piedad,04/07/2022,04/07/2023,23,M,media superior
9895,Cij La Piedad,21/06/2021,21/06/2022,29,M,superior
9895,Cij La Piedad,02/05/2022,02/05/2023,26,H,superior
9895,Cij La Piedad,04/07/2022,04/07/2023,29,M,superior
9895,Cij La Piedad,02/01/2024,31/10/2024,21,M,media superior
9895,Cij La Piedad,02/01/2024,08/08/2024,18,M,superior
9895,Cij La Piedad,02/01/2024,05/04/2024,24,M,superior
9895,Cij La Piedad,05/07/2021,29/07/2021,24,M,superior
9895,Cij La Piedad,01/11/2021,03/11/2021,23,M,superior
9895,Cij La Piedad,16/08/2021,17/08/2021,20,M,superior
9895,Cij La Piedad,06/09/2021,07/09/2021,19,M,superior
9895,Cij La Piedad,21/06/2021,22/03/2022,28,M,superior
9895,Cij La Piedad,08/02/2022,09/02/2022,22,M,superior
9895,Cij La Piedad,21/06/2021,24/11/2021,22,H,superior
9895,Cij La Piedad,01/11/2021,03/11/2021,23,M,superior
9895,Cij La Piedad,06/09/2021,07/09/2021,18,M,media superior
9895,Cij La Piedad,21/06/2021,30/06/2021,29,M,superior
9733,Cij Laguna Durango,02/01/2024,02/01/2025,23,M,superior
9733,Cij Laguna Durango,05/12/2022,05/12/2023,24,M,superior
9733,Cij Laguna Durango,03/01/2022,03/08/2022,24,H,superior
9733,Cij Laguna Durango,19/07/2021,19/07/2022,23,M,superior
9733,Cij Laguna Durango,19/07/2021,19/07/2022,28,M,superior
9733,Cij Laguna Durango,02/08/2021,02/08/2022,24,M,media superior
9733,Cij Laguna Durango,19/07/2021,19/07/2022,25,H,superior
9733,Cij Laguna Durango,19/07/2021,19/07/2022,29,H,media superior
9733,Cij Laguna Durango,02/08/2021,02/08/2022,24,M,superior
9733,Cij Laguna Durango,19/07/2021,19/07/2022,24,M,superior
9733,Cij Laguna Durango,05/07/2021,05/07/2022,25,M,media superior
9733,Cij Laguna Durango,06/11/2023,07/11/2023,23,H,superior
9733,Cij Laguna Durango,20/09/2021,18/10/2021,29,M,media superior
9733,Cij Laguna Durango,05/07/2021,05/07/2021,30,M,superior
9733,Cij Laguna Durango,06/11/2023,08/11/2023,26,H,media superior
9733,Cij Laguna Durango,02/08/2021,12/07/2022,28,M,superior
9733,Cij Laguna Durango,03/03/2025,,19,M,superior
9733,Cij Laguna Durango,03/03/2025,,24,H,superior
9733,Cij Laguna Durango,03/03/2025,,25,M,superior
9733,Cij Laguna Durango,03/03/2025,,23,H,superior
9733,Cij Laguna Durango,03/03/2025,,24,H,superior
9733,Cij Laguna Durango,03/03/2025,,24,H,superior
9820,Cij León,02/01/2024,02/01/2025,23,M,superior
9820,Cij León,06/11/2023,06/11/2024,27,M,superior
9820,Cij León,02/01/2024,02/01/2025,21,M,superior
9820,Cij León,02/01/2024,02/01/2025,26,M,superior
9820,Cij León,02/05/2023,02/05/2024,24,H,superior
9820,Cij León,05/12/2022,05/12/2022,22,M,media superior
9820,Cij León,21/06/2021,21/06/2022,24,M,superior
9820,Cij León,06/09/2021,06/09/2022,23,M,superior
9820,Cij León,16/08/2021,16/08/2022,26,M,superior
9820,Cij León,04/10/2021,04/10/2022,25,M,superior
9820,Cij León,16/08/2021,16/08/2022,24,M,superior
9820,Cij León,16/08/2021,16/08/2022,24,M,media superior
9820,Cij León,06/09/2021,06/09/2022,26,M,media superior
9820,Cij León,02/08/2021,02/08/2022,28,H,superior
9820,Cij León,21/06/2021,21/06/2022,29,M,superior
9820,Cij León,18/04/2022,18/03/2023,26,M,media superior
9820,Cij León,06/11/2023,30/07/2024,30,M,superior
9820,Cij León,02/01/2024,27/03/2024,22,M,media superior
9820,Cij León,06/11/2023,28/02/2024,30,H,media superior
9820,Cij León,02/01/2024,04/11/2024,25,H,superior
9820,Cij León,06/11/2023,30/07/2024,18,M,superior
9820,Cij León,02/01/2023,05/06/2023,29,H,superior
9820,Cij León,16/08/2021,24/08/2021,23,M,media superior
9820,Cij León,16/08/2021,18/08/2021,26,M,superior
9820,Cij León,02/01/2023,28/04/2023,23,M,superior
9820,Cij León,20/09/2021,08/08/2022,26,M,superior
9820,Cij León,02/01/2023,08/01/2023,18,M,superior
9820,Cij León,02/01/2024,29/01/2024,26,M,superior
9820,Cij León,02/01/2023,03/01/2023,25,M,superior
9820,Cij León,06/11/2023,20/11/2023,23,M,superior
9820,Cij León,06/11/2023,05/03/2024,24,M,superior
9820,Cij León,02/05/2022,23/11/2022,20,M,superior
9820,Cij León,02/08/2021,02/08/2021,28,H,superior
9820,Cij León,02/05/2023,26/10/2023,25,M,superior
9820,Cij León,20/09/2021,22/09/2021,28,M,superior
9820,Cij León,07/11/2022,24/11/2022,25,M,superior
9820,Cij León,03/03/2025,,22,M,superior
9820,Cij León,03/03/2025,,25,M,superior
9820,Cij León,03/03/2025,,25,H,superior
9820,Cij León,03/03/2025,,28,H,superior
9820,Cij León,03/03/2025,,29,M,superior
9820,Cij León,03/03/2025,,24,M,superior
9820,Cij León,03/03/2025,,25,M,superior
9820,Cij León,03/03/2025,,29,M,media superior
9820,Cij León,03/03/2025,,23,M,superior
9820,Cij León,03/03/2025,,24,M,superior
9651,Cij Los Cabos,02/01/2024,02/11/2024,24,M,superior
9651,Cij Los Cabos,02/01/2024,02/01/2025,21,H,media superior
9651,Cij Los Cabos,02/08/2021,02/06/2022,30,M,superior
9651,Cij Los Cabos,16/08/2021,16/08/2022,23,M,media superior
9651,Cij Los Cabos,02/01/2024,23/01/2024,27,M,media superior
9651,Cij Los Cabos,20/09/2021,16/12/2021,22,M,superior
9651,Cij Los Cabos,19/07/2021,03/08/2021,19,M,superior
9651,Cij Los Cabos,20/09/2021,22/10/2021,24,H,superior
9651,Cij Los Cabos,16/05/2022,14/10/2022,22,M,superior
9651,Cij Los Cabos,06/06/2022,08/06/2022,25,M,superior
9651,Cij Los Cabos,02/08/2021,06/09/2021,27,M,media superior
9651,Cij Los Cabos,19/07/2021,17/11/2021,25,M,superior
9651,Cij Los Cabos,17/01/2022,25/01/2022,25,H,media superior
9651,Cij Los Cabos,06/06/2022,19/07/2022,18,H,superior
9651,Cij Los Cabos,06/09/2021,24/03/2022,21,M,media superior
9651,Cij Los Cabos,02/05/2022,24/08/2022,21,H,superior
9651,Cij Los Cabos,01/11/2021,26/08/2022,18,H,superior
9651,Cij Los Cabos,06/09/2021,06/04/2022,22,M,superior
9651,Cij Los Cabos,19/07/2021,19/07/2021,21,H,media superior
9651,Cij Los Cabos,20/09/2021,26/08/2022,22,M,superior
9616,Cij Los Mochis Centro,16/08/2021,16/08/2022,23,H,superior
9616,Cij Los Mochis Centro,01/11/2021,01/11/2022,27,H,superior
9616,Cij Los Mochis Centro,18/04/2022,18/04/2023,28,M,superior
9616,Cij Los Mochis Centro,21/06/2021,21/06/2022,23,M,superior
9616,Cij Los Mochis Centro,18/04/2022,18/04/2023,26,H,superior
9616,Cij Los Mochis Centro,21/06/2021,21/06/2022,23,M,superior
9616,Cij Los Mochis Centro,16/05/2022,16/05/2023,26,M,media superior
9616,Cij Los Mochis Centro,21/06/2021,08/07/2021,26,M,media superior
9616,Cij Los Mochis Centro,16/05/2022,01/09/2022,23,M,superior
9616,Cij Los Mochis Centro,17/01/2022,01/04/2022,21,H,media superior
9616,Cij Los Mochis Centro,16/05/2022,01/09/2022,28,M,media superior
9616,Cij Los Mochis Centro,16/05/2022,01/09/2022,23,H,media superior
9616,Cij Los Mochis Centro,19/07/2021,19/07/2021,30,M,superior
9616,Cij Los Mochis Centro,02/08/2021,02/08/2021,26,M,superior
9861,Cij Manzanillo,02/01/2024,02/01/2025,23,M,superior
9861,Cij Manzanillo,17/01/2022,17/01/2023,22,H,media superior
9861,Cij Manzanillo,19/07/2021,19/07/2022,19,M,superior
9861,Cij Manzanillo,01/11/2021,01/11/2022,22,M,media superior
